-3.5,-40.5,0.051278558
-3.5,-41.0,0.04705141
-3.5,-41.5,0.043125533
-3.5,-42.0,0.039484017
-3.5,-42.5,0.03611047
-3.5,-43.0,0.03298906
-3.5,-43.5,0.030104522
-3.5,-44.0,0.027442176
-3.5,-44.5,0.024987932
-3.5,-45.0,0.022728307
-3.5,-45.5,0.020650418
-3.5,-46.0,0.018741986
-3.5,-46.5,0.016991328
-3.0,-38.5,0.084745735
-3.0,-39.0,0.07816411
-3.0,-39.5,0.072014816
-3.0,-40.0,0.06627677
-3.0,-40.5,0.060929243
-3.0,-46.5,0.020386776
-3.0,-47.0,0.018477272
-3.0,-47.5,0.016728316
-3.0,-48.0,0.015128348
-3.0,-48.5,0.013666454
-2.5,-36.5,0.13645731
-2.5,-37.0,0.1265141
-2.5,-37.5,0.1171672
-2.5,-38.0,0.10839223
-2.5,-48.5,0.016417434
-2.5,-49.0,0.014826791
-2.5,-49.5,0.013375624
-2.0,-35.0,0.19951124
-2.0,-35.5,0.18573217
-2.0,-36.0,0.17271572
-2.0,-36.5,0.16043593
-2.0,-49.5,0.016061516
-2.0,-50.0,0.014485419
-2.0,-50.5,0.0130497
-1.5,-33.0,0.3065439
-1.5,-33.5,0.28685674
-1.5,-34.0,0.26814052
-1.5,-34.5,0.2503715
-1.5,-35.0,0.23352438
-1.5,-50.5,0.015663762
-1.5,-51.0,0.014107275
-1.5,-51.5,0.012691566
-1.0,-31.5,0.4316581
-1.0,-32.0,0.4055925
-1.0,-32.5,0.3806843
-1.0,-33.0,0.35691515
-1.0,-51.5,0.015227681
-1.0,-52.0,0.013695675
-0.5,-29.5,0.6328657
-0.5,-30.0,0.5977427
-0.5,-30.5,0.56395173
-0.5,-31.0,0.5314894
-0.5,-31.5,0.5003481
-0.5,-52.0,0.016412415
-0.5,-52.5,0.014757056
-0.5,-53.0,0.013254152
0.0,0.0,2.9148922
0.0,-28.0,0.85829276
0.0,-28.5,0.8139838
0.0,-29.0,0.77111834
0.0,-29.5,0.7297118
0.0,-53.0,0.015876839
0.0,-53.5,0.014255874
0.5,0.0,3.1972492
0.5,-27.0,1.090045
0.5,-27.5,1.0368772
0.5,-28.0,0.9852246
0.5,-53.5,0.017055968
0.5,-54.0,0.015310303
1.0,0.5,3.4616826
1.0,0.0,3.499841
1.0,-26.0,1.3710735
1.0,-26.5,1.3081161
1.0,-27.0,1.2466853
1.0,-54.0,0.018295182
1.0,-54.5,0.016418057
1.5,0.5,3.7785425
1.5,-25.0,1.7079867
1.5,-25.5,1.6344539
1.5,-26.0,1.562377
1.5,-54.5,0.019594995
1.5,-55.0,0.017579552
2.0,0.5,4.116037
2.0,-24.5,2.0225835
2.0,-25.0,1.9391983
2.0,-55.0,0.020955674
2.0,-55.5,0.018794978
2.5,1.0,4.410198
2.5,0.5,4.474577
2.5,-23.5,2.4788349
2.5,-24.0,2.3837793
2.5,-55.5,0.022377219
2.5,-56.0,0.020064296
3.0,1.0,4.7807508
3.0,-23.0,2.9021325
3.0,-23.5,2.7961679
3.0,-56.0,0.023859352
3.0,-56.5,0.021387205
3.5,1.0,5.1719217
3.5,-22.0,3.499257
3.5,-22.5,3.3816175
3.5,-23.0,3.2643607
3.5,-56.5,0.025401492
4.0,1.0,5.583746
4.0,-21.5,4.0503554
4.0,-22.0,3.9216552
4.0,-56.5,0.030108022
4.0,-57.0,0.027002739
4.5,1.5,5.9038844
4.5,1.0,6.0161295
4.5,-20.5,4.8047323
4.5,-21.0,4.666036
4.5,-21.5,4.52639
4.5,-57.0,0.031966954
4.5,-57.5,0.028661866
5.0,1.5,6.342999
5.0,-20.0,5.498373
5.0,-20.5,5.3498387
5.0,-57.5,0.03388975
5.5,1.5,6.8009458
5.5,-19.5,6.262343
5.5,-20.0,6.1047935
5.5,-57.5,0.039989877
5.5,-58.0,0.035874303
6.0,1.5,7.277158
6.0,-19.0,7.0986733
6.0,-19.5,6.933283
6.0,-58.0,0.042280063
6.0,-58.5,0.037918106
6.5,2.0,7.592895
6.5,1.5,7.770915
6.5,-18.5,8.0085745
6.5,-19.0,7.8369045
6.5,-58.5,0.044634353
7.0,2.0,8.085055
7.0,-18.0,8.992303
7.0,-18.5,8.816331
7.0,-58.5,0.052433603
7.0,-59.0,0.04704905
7.5,2.0,8.591649
7.5,-17.5,10.049034
7.5,-18.0,9.871176
7.5,-59.0,0.055202886
8.0,2.0,9.111459
8.0,-17.5,10.999872
8.0,-59.0,0.06463839
8.5,2.5,9.381384
8.5,2.0,9.643111
8.5,-17.0,12.199559
8.5,-17.5,12.01625
8.5,-59.0,0.07553306
8.5,-59.5,0.067867376
9.0,2.5,9.900599
9.0,-16.5,13.465993
9.0,-17.0,13.288954
9.0,-59.5,0.07920965
9.5,2.5,10.427349
9.5,-16.0,14.793482
9.5,-16.5,14.626838
9.5,-59.5,0.0922599
10.0,2.5,10.959842
10.0,-16.0,16.02315
10.0,-59.5,0.10724219
10.0,-60.0,0.096487805
10.5,3.0,11.135683
10.5,2.5,11.496155
10.5,-15.5,17.46961
10.5,-60.0,0.11202
11.0,3.0,11.64744
11.0,-15.0,18.956423
11.0,-15.5,18.829737
11.0,-60.0,0.1297886
11.5,3.0,12.157999
11.5,-15.0,20.374315
11.5,-60.0,0.15007052
12.0,3.0,12.665192
12.0,-14.5,21.941168
12.0,-15.0,21.853846
12.0,-60.0,0.17316976
12.5,3.0,13.166777
12.5,-14.0,23.5166
12.5,-14.5,23.467688
12.5,-60.0,0.19941902
12.5,-60.5,0.17995393
13.0,3.0,13.660458
13.0,-14.0,25.081347
13.0,-60.5,0.206979
13.5,3.5,13.618915
13.5,-13.5,26.679005
13.5,-14.0,26.695967
13.5,-60.5,0.23757957
14.0,3.5,14.060863
14.0,-13.5,28.315903
14.0,-60.5,0.27215087
14.5,3.5,14.487709
14.5,-13.0,29.891909
14.5,-13.5,29.992311
14.5,-60.5,0.31112018
15.0,3.5,14.897241
15.0,-13.0,31.571808
15.0,-27.0,23.462536
15.0,-27.5,22.849798
15.0,-28.0,22.228737
15.0,-28.5,21.600918
15.0,-29.0,20.967884
15.0,-29.5,20.331154
15.0,-30.0,19.692207
15.0,-30.5,19.052494
15.0,-31.0,18.41341
15.0,-31.5,17.77631
15.0,-32.0,17.142494
15.0,-32.5,16.513208
15.0,-33.0,15.889633
15.0,-33.5,15.272893
15.0,-34.0,14.664044
15.0,-34.5,14.064076
15.0,-35.0,13.473912
15.0,-35.5,12.894402
15.0,-36.0,12.326327
15.0,-36.5,11.7704
15.0,-37.0,11.22726
15.0,-37.5,10.697476
15.0,-38.0,10.18155
15.0,-60.5,0.3549478
15.5,3.5,15.287289
15.5,-13.0,33.27855
15.5,-25.5,27.14436
15.5,-26.0,26.543886
15.5,-26.5,25.928322
15.5,-38.0,11.176409
15.5,-38.5,10.634385
15.5,-39.0,10.107587
15.5,-39.5,9.596385
15.5,-60.5,0.40412775
16.0,3.5,15.655745
16.0,-12.5,34.766376
16.0,-24.5,30.323244
16.0,-25.0,29.74151
16.0,-25.5,29.139048
16.0,-39.5,10.538323
16.0,-40.0,10.002515
16.0,-40.5,9.483571
16.0,-60.5,0.45918813
16.5,3.5,16.000582
16.5,-12.5,36.467888
16.5,-23.5,33.54911
16.5,-24.0,33.00432
16.5,-24.5,32.43288
16.5,-40.5,10.410193
16.5,-41.0,9.867316
16.5,-41.5,9.342526
16.5,-60.5,0.5206915
17.0,3.5,16.319876
17.0,-12.0,37.810486
17.0,-12.5,38.175236
17.0,-23.0,36.273388
17.0,-23.5,35.752407
17.0,-41.5,10.251188
17.0,-42.0,9.703245
17.0,-60.5,0.5892345
17.5,4.0,15.874244
17.5,3.5,16.61182
17.5,-12.0,39.46854
17.5,-22.5,39.03328
17.5,-23.0,38.546017
17.5,-42.0,10.634018
17.5,-42.5,10.062775
17.5,-60.5,0.6654473
17.5,-61.0,0.6047271
18.0,4.0,16.112389
18.0,-12.0,41.115974
18.0,-22.0,41.804417
18.0,-22.5,41.36127
18.0,-42.5,11.014596
18.0,-43.0,10.41997
18.0,-61.0,0.68211156
18.5,4.0,16.320995
18.5,-11.5,42.188004
18.5,-12.0,42.745594
18.5,-21.5,44.56049
18.5,-22.0,44.172184
18.5,-43.0,11.39168
18.5,-43.5,10.773659
18.5,-61.0,0.7678373
19.0,4.0,16.498846
19.0,-11.5,43.736
19.0,-21.5,46.951023
19.0,-43.5,11.763999
19.0,-44.0,11.1226425
19.0,-61.0,0.86258286
19.5,4.0,16.644905
19.5,-11.0,44.537823
19.5,-11.5,45.249287
19.5,-21.5,49.36977
19.5,-44.0,12.130262
19.5,-44.5,11.465704
19.5,-61.0,0.9670531
20.0,4.0,16.758318
20.0,-11.0,45.948635
20.0,-21.0,52.079742
20.0,-21.5,51.808212
20.0,-44.5,12.489166
20.0,-45.0,11.801617
20.0,-61.0,1.081976
20.5,4.0,16.83843
20.5,-11.0,47.30867
20.5,-21.0,54.497517
